uni_const_code,pre_ind_nota,post_ind_nota,nota_percoftotal,pre-post,post-pre,nota_vote_percentage,gen_state,state_id,n_indnota_pre,n_indnota_post,post-pre_ncand_nota,post-pre_ncand
1|17|36,100,82.94930876,17.05069124,17.05069124,-17.05069124,0.37,1,17,1,2,1,0
1|17|41,61.9111349,48.74371859,22.61306533,13.16741631,-13.16741631,0.9,1,17,2,3,1,0
1|17|42,60.45782377,31.10582204,2.727938484,29.35200173,-29.35200173,1.49,1,17,4,7,3,2
1|17|44,100,88.33819242,11.66180758,11.66180758,-11.66180758,1.6,1,17,1,2,1,0
1|17|45,45.48641543,41.48177496,1.862123613,4.00464047,-4.00464047,0.94,1,17,6,5,-1,-2
1|17|46,42.83968222,92.1641791,7.835820896,-49.32449688,49.32449688,1.89,1,17,5,2,-3,-4
1|17|47,38.88020463,47.42639696,1.321850591,-8.54619233,8.54619233,0.66,1,17,5,4,-1,-2
1|17|48,100,89.47368421,3.051106026,10.52631579,-10.52631579,0.4,1,17,1,3,2,1
1|17|49,57.30214254,31.42746013,3.286658888,25.87468241,-25.87468241,1.69,1,17,3,5,2,1
1|17|5,100,73.48837209,26.51162791,26.51162791,-26.51162791,0.57,1,17,1,2,1,0
1|17|50,37.95702978,34.94692144,2.038216561,3.01010834,-3.01010834,0.96,1,17,6,6,0,-1
1|17|51,83.16536876,69.20684292,5.832037325,13.95852584,-13.95852584,0.75,1,17,4,5,1,0
1|17|52,82.69794721,39.45841393,11.79883946,43.23953328,-43.23953328,0.61,1,17,3,4,1,0
1|17|53,100,72.3183391,27.6816609,27.6816609,-27.6816609,0.8,1,17,1,2,1,0
1|17|54,58.63636364,78.17371938,12.02672606,-19.53735574,19.53735574,0.54,1,17,2,3,1,0
1|17|55,59.18499353,66.74208145,15.83710407,-7.55708792,7.55708792,0.7,1,17,3,3,0,-1
1|17|56,63.49914237,90.59288538,9.407114625,-27.09374301,27.09374301,1.19,1,17,5,2,-3,-4
1|17|57,47.68530907,64.375,8.854166667,-16.68969093,16.68969093,0.85,1,17,3,3,0,-1
1|17|58,44.22233057,94.3777854,5.622214604,-50.15545483,50.15545483,1.64,1,17,5,2,-3,-4
1|17|59,100,59.52906549,8.314937454,40.47093451,-40.47093451,1.13,1,17,1,3,2,1
1|17|6,54.10592086,50.70422535,49.29577465,3.40169551,-3.40169551,0.35,1,17,2,2,0,-1
1|17|60,51.085209,86.65943601,4.175704989,-35.57422701,35.57422701,1.54,1,17,5,3,-2,-3
1|17|8,94.19525066,70.74520013,3.644646925,23.45005053,-23.45005053,1.12,1,17,2,3,1,0
1|17|9,100,77.84313725,22.15686275,22.15686275,-22.15686275,1.13,1,17,1,2,1,0
1|18|1,41.35021097,20.87628866,20.36082474,20.47392231,-20.47392231,0.79,1,18,4,10,6,5
1|18|10,63.12292359,31.42857143,13.63636364,31.69435216,-31.69435216,1.05,1,18,5,8,3,2
1|18|100,100,23.75886525,53.90070922,76.24113475,-76.24113475,1.52,1,18,1,3,2,1
1|18|101,75.56325823,45.09394572,37.16075157,30.46931251,-30.46931251,1.78,1,18,2,3,1,0
1|18|104,100,51.34228188,48.65771812,48.65771812,-48.65771812,1.45,1,18,1,2,1,0
1|18|105,100,37.5,30.63380282,62.5,-62.5,1.74,1,18,1,4,3,2
1|18|106,50.95729013,33.42618384,66.57381616,17.53110629,-17.53110629,2.39,1,18,2,2,0,-1
1|18|109,52.13675214,36.70212766,40.42553191,15.43462448,-15.43462448,0.76,1,18,4,3,-1,-2
1|18|11,61.21673004,34.66135458,65.33864542,26.55537546,-26.55537546,1.64,1,18,2,2,0,-1
1|18|110,61.53846154,31.73431734,13.28413284,29.8041442,-29.8041442,0.72,1,18,6,7,1,0
1|18|112,54.26829268,40.58823529,22.35294118,13.68005739,-13.68005739,0.76,1,18,3,3,0,-1
1|18|114,100,64.93565481,1.362604088,35.06434519,-35.06434519,0.9,1,18,1,8,7,6
1|18|115,100,37.15670436,26.8174475,62.84329564,-62.84329564,1.66,1,18,1,4,3,2
1|18|116,65.93406593,23.43234323,34.98349835,42.5017227,-42.5017227,1.06,1,18,2,5,3,2
1|18|117,67.43772242,24.13273002,41.77978884,43.3049924,-43.3049924,2.77,1,18,2,4,2,1
1|18|118,100,35.82787652,22.63797942,64.17212348,-64.17212348,2.42,1,18,1,7,6,5
1|18|12,87.44650499,28.5198556,56.31768953,58.92664939,-58.92664939,1.56,1,18,4,3,-1,-2
1|18|121,100,23.49272349,54.05405405,76.50727651,-76.50727651,2.6,1,18,1,3,2,1
1|18|123,100,45.84086799,21.2477396,54.15913201,-54.15913201,2.35,1,18,1,6,5,4
1|18|124,100,19.67545639,31.64300203,80.32454361,-80.32454361,1.56,1,18,1,5,4,3
1|18|125,75.25655644,16.70560748,37.5,58.55094896,-58.55094896,3.21,1,18,3,7,4,3
1|18|126,100,47.23735409,4.383916991,52.76264591,-52.76264591,1.69,1,18,1,9,8,7
1|18|13,76.48725212,23.44827586,41.37931034,53.03897626,-53.03897626,1.2,1,18,3,4,1,0
1|18|14,92.75257979,92.00316706,4.090789126,0.74941273,-0.74941273,1.55,1,18,8,5,-3,-4
1|18|15,79.15082383,30.57324841,14.22505308,48.57757542,-48.57757542,0.67,1,18,3,9,6,5
1|18|17,100,87.64335923,7.39918609,12.35664077,-12.35664077,2,1,18,1,3,2,1
1|18|18,91.57500585,89.30540243,10.69459757,2.26960342,-2.26960342,1.94,1,18,3,2,-1,-2
1|18|19,81.96987254,91.85393258,8.146067416,-9.88406004,9.88406004,2.03,1,18,2,2,0,-1
1|18|2,100,21.92192192,25.22522523,78.07807808,-78.07807808,0.84,1,18,1,6,5,4
1|18|20,100,89.41359626,10.58640374,10.58640374,-10.58640374,2.04,1,18,1,2,1,0
1|18|21,100,84.37125749,1.467065868,15.62874251,-15.62874251,0.49,1,18,1,4,3,2
1|18|24,57.75075988,57.41056218,15.33219761,0.3401977,-0.3401977,0.9,1,18,3,6,3,2
1|18|25,100,44.64285714,55.35714286,55.35714286,-55.35714286,0.62,1,18,1,2,1,0
1|18|26,77.77777778,74.95344507,1.7380509,2.82433271,-2.82433271,0.56,1,18,2,7,5,4
1|18|27,57.60980592,47.65751212,10.33925687,9.9522938,-9.9522938,0.64,1,18,3,8,5,4
1|18|28,67.69358868,74.15929204,6.135693215,-6.46570336,6.46570336,1.04,1,18,3,4,1,0
1|18|29,100,63.31417625,4.358237548,36.68582375,-36.68582375,0.91,1,18,1,9,8,7
1|18|3,26.20320856,29.74828375,11.8993135,-3.54507519,3.54507519,0.52,1,18,7,11,4,3
1|18|30,100,74.071991,4.668166479,25.928009,-25.928009,1.66,1,18,1,5,4,3
1|18|31,93.56768886,68.63412788,3.518728717,24.93356098,-24.93356098,1.86,1,18,2,4,2,1
1|18|33,100,58.16289917,3.911015429,41.83710083,-41.83710083,1.09,1,18,1,3,2,1
1|18|35,100,59.06432749,40.93567251,40.93567251,-40.93567251,0.7,1,18,1,2,1,0
1|18|37,61.50035386,81.40068886,7.118254879,-19.900335,19.900335,0.62,1,18,3,5,2,1
1|18|4,10.10928962,16.71087533,3.448275862,-6.60158571,6.60158571,0.13,1,18,20,23,3,2
1|18|40,83.28926494,70.54836722,4.128157733,12.74089772,-12.74089772,0.67,1,18,6,7,1,0
1|18|41,68.26309068,50.75496117,1.380500431,17.50812951,-17.50812951,0.64,1,18,4,7,3,2
1|18|42,44.7869447,44.82102056,3.808073115,-0.03407586,0.03407586,1,1,18,5,7,2,1
1|18|45,100,91.95915763,4.850031908,8.04084237,-8.04084237,0.76,1,18,1,3,2,1
1|18|46,90.56603774,82.20451527,6.640106242,8.36152247,-8.36152247,0.5,1,18,2,3,1,0
1|18|47,100,48.7394958,51.2605042,51.2605042,-51.2605042,0.61,1,18,1,2,1,0
1|18|5,100,20,28.64864865,80,-80,0.53,1,18,1,9,8,7
1|18|50,50.46565774,86.00795756,8.554376658,-35.54229982,35.54229982,1.29,1,18,2,3,1,0
1|18|51,51.94805195,31.53846154,53.84615385,20.40959041,-20.40959041,0.7,1,18,3,3,0,-1
1|18|52,44.3902439,28.125,41.51785714,16.2652439,-16.2652439,0.93,1,18,3,5,2,1
1|18|53,28.40236686,16.42857143,56.42857143,11.97379543,-11.97379543,0.79,1,18,5,5,0,-1
1|18|54,79.82107356,53.75670841,9.928443649,26.06436515,-26.06436515,1.11,1,18,4,5,1,0
1|18|55,87.06739526,26.5625,22.39583333,60.50489526,-60.50489526,0.86,1,18,3,7,4,3
1|18|56,88.72614292,52.20966084,7.091469681,36.51648208,-36.51648208,0.69,1,18,4,6,2,1
1|18|57,43.75,55.58045719,2.77902286,-11.83045719,11.83045719,0.62,1,18,3,8,5,4
1|18|58,100,57.0324575,7.032457496,42.9675425,-42.9675425,1.82,1,18,1,6,5,4
1|18|59,80.99009901,35.44891641,15.47987616,45.5411826,-45.5411826,1,1,18,3,7,4,3
1|18|6,24.3767313,71.41382869,1.28998968,-47.03709739,47.03709739,0.25,1,18,14,18,4,3
1|18|62,100,59.32880543,3.296044746,40.67119457,-40.67119457,1.65,1,18,1,4,3,2
1|18|64,30.82802548,47.14887952,5.01442201,-16.32085404,16.32085404,2.26,1,18,4,7,3,2
1|18|65,50.51546392,65.59139785,6.912442396,-15.07593393,15.07593393,0.9,1,18,2,8,6,5
1|18|66,100,78.00788955,6.903353057,21.99211045,-21.99211045,0.7,1,18,1,6,5,4
1|18|69,100,42.51131222,5.045248869,57.48868778,-57.48868778,2.23,1,18,1,5,4,3
1|18|7,31.06060606,16.57894737,19.73684211,14.48165869,-14.48165869,0.75,1,18,5,9,4,3
1|18|70,52.96969697,44.48236633,10.01137656,8.48733064,-8.48733064,1.76,1,18,4,8,4,3
1|18|71,77.21712538,41.7282127,12.11225997,35.48891268,-35.48891268,1.64,1,18,2,7,5,4
1|18|73,81.98529412,32.66129032,45.16129032,49.3240038,-49.3240038,1.12,1,18,2,3,1,0
1|18|74,100,40.14705882,14.55882353,59.85294118,-59.85294118,1.98,1,18,1,7,6,5
1|18|75,67.01388889,32.25255973,25.08532423,34.76132916,-34.76132916,1.47,1,18,2,4,2,1
1|18|77,100,38.72437358,61.27562642,61.27562642,-61.27562642,2.69,1,18,1,2,1,0
1|18|78,70.75293227,27.5,46.25,43.25293227,-43.25293227,1.11,1,18,2,3,1,0
1|18|8,28.19672131,13.65079365,20.31746032,14.54592766,-14.54592766,0.64,1,18,13,10,-3,-4
1|18|80,100,40.32634033,14.45221445,59.67365967,-59.67365967,0.62,1,18,1,5,4,3
1|18|81,100,41.94630872,22.14765101,58.05369128,-58.05369128,0.66,1,18,1,3,2,1
1|18|84,100,34.35897436,32.82051282,65.64102564,-65.64102564,0.64,1,18,1,4,3,2
1|18|85,100,77.38386308,6.479217604,22.61613692,-22.61613692,0.53,1,18,1,5,4,3
1|18|86,49.5412844,22.13114754,45.90163934,27.41013686,-27.41013686,0.56,1,18,3,4,1,0
1|18|88,62.73291925,45.45454545,34.54545455,17.2783738,-17.2783738,0.76,1,18,2,3,1,0
1|18|89,100,40.39855072,28.26086957,59.60144928,-59.60144928,1.56,1,18,1,4,3,2
1|18|9,36.53846154,15.96958175,27.75665399,20.56887979,-20.56887979,0.73,1,18,4,10,6,5
1|18|90,55.96491228,88.34115806,1.904016693,-32.37624578,32.37624578,0.73,1,18,7,10,3,2
1|18|91,74.78991597,40.2173913,37.5,34.57252467,-34.57252467,0.69,1,18,2,3,1,0
1|18|92,36.62921348,37.56613757,41.7989418,-0.93692409,0.93692409,0.79,1,18,4,3,-1,-2
1|18|93,100,60.181721,11.06360235,39.818279,-39.818279,2.07,1,18,1,5,4,3
1|18|94,62.18487395,78.84994092,6.774320599,-16.66506697,16.66506697,1.72,1,18,2,5,3,2
1|18|96,50.97087379,38.80597015,61.19402985,12.16490364,-12.16490364,1.23,1,18,3,2,-1,-2
1|18|99,54.61356467,94.07971864,5.92028136,-39.46615397,39.46615397,1.01,1,18,2,2,0,-1
1|19|1,94.10724808,22.74678112,55.36480687,71.36046696,-71.36046696,1.29,1,19,2,3,1,0
1|19|100,59.42028986,25.17006803,74.82993197,34.25022183,-34.25022183,1.1,1,19,2,2,0,-1
1|19|101,69.29824561,24.59016393,75.40983607,44.70808168,-44.70808168,0.92,1,19,2,2,0,-1
1|19|103,100,24.6835443,75.3164557,75.3164557,-75.3164557,1.19,1,19,1,2,1,0
1|19|104,71.3592233,30.53892216,50.2994012,40.82030114,-40.82030114,1.68,1,19,2,4,2,1
1|19|105,76.88888889,88.38239949,5.887939221,-11.4935106,11.4935106,1.86,1,19,2,5,3,2
1|19|106,56.875,24.53271028,36.91588785,32.34228972,-32.34228972,1.58,1,19,2,4,2,1
1|19|108,100,25.88235294,74.11764706,74.11764706,-74.11764706,1.89,1,19,1,2,1,0
1|19|11,100,29.98575499,18.16239316,70.01424501,-70.01424501,2.55,1,19,1,7,6,5
1|19|112,100,20.56338028,53.52112676,79.43661972,-79.43661972,1.9,1,19,1,4,3,2
1|19|113,100,17.8125,82.1875,82.1875,-82.1875,2.63,1,19,1,2,1,0
1|19|115,27.95275591,38.42105263,61.57894737,-10.46829672,10.46829672,1.17,1,19,5,2,-3,-4
1|19|116,100,16.39344262,69.18032787,83.60655738,-83.60655738,2.11,1,19,1,4,3,2
1|19|117,30.58823529,21.11111111,63.88888889,9.47712418,-9.47712418,2.3,1,19,4,3,-1,-2
1|19|12,53.29341317,25.12820513,74.87179487,28.16520804,-28.16520804,1.46,1,19,3,2,-1,-2
1|19|123,59.93265993,25.59241706,74.40758294,34.34024287,-34.34024287,1.57,1,19,3,2,-1,-2
1|19|126,100,50.71090047,49.28909953,49.28909953,-49.28909953,1.04,1,19,1,2,1,0
1|19|128,100,19.28104575,80.71895425,80.71895425,-80.71895425,2.47,1,19,1,2,1,0
1|19|129,70.27027027,30.97345133,69.02654867,39.29681894,-39.29681894,0.78,1,19,2,2,0,-1
1|19|13,100,31.6008316,40.12474012,68.3991684,-68.3991684,1.93,1,19,1,4,3,2
1|19|134,70.40816327,24.32432432,53.37837838,46.08383895,-46.08383895,0.79,1,19,2,4,2,1
1|19|136,100,26.24584718,28.90365449,73.75415282,-73.75415282,0.87,1,19,1,5,4,3
1|19|137,53.40314136,33.33333333,49.76525822,20.06980803,-20.06980803,1.06,1,19,2,3,1,0
1|19|140,58.97435897,26.06635071,57.34597156,32.90800826,-32.90800826,1.21,1,19,2,3,1,0
1|19|141,69.11764706,37.20930233,62.79069767,31.90834473,-31.90834473,0.81,1,19,2,2,0,-1
1|19|142,89.47976879,27.16535433,42.51968504,62.31441446,-62.31441446,1.08,1,19,3,5,2,1
1|19|145,41.83266932,24.04371585,75.95628415,17.78895347,-17.78895347,1.39,1,19,3,2,-1,-2
1|19|146,100,38.42105263,61.57894737,61.57894737,-61.57894737,1.17,1,19,1,2,1,0
1|19|147,70.21276596,22.31404959,61.15702479,47.89871637,-47.89871637,1.48,1,19,2,3,1,0
1|19|148,100,42.7184466,57.2815534,57.2815534,-57.2815534,1.18,1,19,1,2,1,0
1|19|149,54.66666667,9.708737864,60.84142395,44.95792881,-44.95792881,1.88,1,19,3,6,3,2
1|19|150,35.41666667,9.352517986,72.30215827,26.06414868,-26.06414868,2.01,1,19,6,5,-1,-2
1|19|151,35.74660633,21.50537634,78.49462366,14.24122999,-14.24122999,1.46,1,19,4,2,-2,-3
1|19|152,55.31914894,26.49842271,60.56782334,28.82072623,-28.82072623,1.92,1,19,2,4,2,1
1|19|153,32.0441989,90.06100661,4.880528724,-58.01680771,58.01680771,1.92,1,19,4,5,1,0
1|19|154,100,14.59074733,66.19217082,85.40925267,-85.40925267,1.86,1,19,1,4,3,2
1|19|155,90.8,24.41314554,75.58685446,66.38685446,-66.38685446,1.61,1,19,2,2,0,-1
1|19|156,69.86899563,20.21276596,79.78723404,49.65622967,-49.65622967,1.5,1,19,2,2,0,-1
1|19|157,100,28.63070539,71.36929461,71.36929461,-71.36929461,1.72,1,19,1,2,1,0
1|19|158,85.40293969,19.78609626,41.97860963,65.61684343,-65.61684343,1.57,1,19,4,8,4,3
1|19|159,27.14285714,14.2394822,57.92880259,12.90337494,-12.90337494,1.79,1,19,5,7,2,1
1|19|160,63.15789474,11.81318681,77.1978022,51.34470793,-51.34470793,2.81,1,19,2,3,1,0
1|19|161,77.37226277,17.75956284,60.92896175,59.61269993,-59.61269993,2.23,1,19,2,4,2,1
1|19|162,32.43243243,11.41732283,73.62204724,21.0151096,-21.0151096,1.87,1,19,4,4,0,-1
1|19|163,56.60377358,18.48739496,44.53781513,38.11637862,-38.11637862,1.59,1,19,4,6,2,1
1|19|164,68.83116883,17.81609195,56.32183908,51.01507688,-51.01507688,1.96,1,19,3,4,1,0
1|19|165,25,15.4855643,59.58005249,9.5144357,-9.5144357,2.27,1,19,7,6,-1,-2
1|19|166,24.21052632,11.83431953,68.34319527,12.37620679,-12.37620679,2.31,1,19,6,6,0,-1
1|19|167,41.81818182,16.97612732,57.5596817,24.8420545,-24.8420545,2.17,1,19,3,5,2,1
1|19|168,62.03703704,15.63517915,60.26058632,46.40185789,-46.40185789,1.85,1,19,2,4,2,1
1|19|169,36.58536585,18.30985915,40,18.2755067,-18.2755067,1.42,1,19,9,9,0,-1
1|19|170,48.59437751,24.56647399,22.83236994,24.02790352,-24.02790352,0.79,1,19,4,10,6,5
1|19|171,61.93548387,7.389162562,57.8817734,54.54632131,-54.54632131,2.35,1,19,3,8,5,4
1|19|172,55.2,20.22058824,67.64705882,34.97941176,-34.97941176,1.84,1,19,2,3,1,0
1|19|173,45.87155963,18.40277778,67.70833333,27.46878185,-27.46878185,1.95,1,19,5,4,-1,-2
1|19|174,50,19.80830671,36.42172524,30.19169329,-30.19169329,1.14,1,19,4,5,1,0
1|19|175,89.82346833,28.19148936,51.59574468,61.63197897,-61.63197897,0.97,1,19,2,3,1,0
1|19|176,51.57068063,46.10778443,20.65868263,5.4628962,-5.4628962,1.38,1,19,4,6,2,1
1|19|177,66.875,21.84300341,39.59044369,45.03199659,-45.03199659,1.16,1,19,2,5,3,2
1|19|178,62.33766234,53.7037037,46.2962963,8.63395864,-8.63395864,1.25,1,19,2,2,0,-1
1|19|180,56.32183908,24.25742574,60.89108911,32.06441334,-32.06441334,1.23,1,19,3,4,1,0
1|19|181,46.81818182,35.78431373,46.56862745,11.03386809,-11.03386809,0.95,1,19,3,3,0,-1
1|19|182,55.37634409,27.17770035,37.63066202,28.19864374,-28.19864374,1.08,1,19,2,4,2,1
1|19|183,58.65921788,25.37313433,33.13432836,33.28608355,-33.28608355,1.11,1,19,3,5,2,1
1|19|184,34.40366972,77.72236076,5.112219451,-43.31869104,43.31869104,1.23,1,19,4,6,2,1
1|19|189,100,27.61904762,72.38095238,72.38095238,-72.38095238,2.28,1,19,1,2,1,0
1|19|19,66.66666667,40,60,26.66666667,-26.66666667,1.47,1,19,2,2,0,-1
1|19|190,100,18.59649123,81.40350877,81.40350877,-81.40350877,2.32,1,19,1,2,1,0
1|19|195,62.87878788,33.1797235,66.8202765,29.69906438,-29.69906438,1.45,1,19,2,2,0,-1
1|19|2,100,30.49327354,44.39461883,69.50672646,-69.50672646,0.99,1,19,1,3,2,1
1|19|203,100,26.79738562,73.20261438,73.20261438,-73.20261438,1.12,1,19,1,2,1,0
1|19|205,100,26.5,51,73.5,-73.5,1.02,1,19,1,3,2,1
1|19|207,100,95.68522245,2.280348759,4.31477755,-4.31477755,1.02,1,19,1,3,2,1
1|19|208,100,95.19461797,2.474771744,4.80538203,-4.80538203,1.03,1,19,1,3,2,1
1|19|21,100,28.44036697,46.00262123,71.55963303,-71.55963303,3.51,1,19,1,3,2,1
1|19|211,100,33.64485981,66.35514019,66.35514019,-66.35514019,0.71,1,19,1,2,1,0
1|19|212,40,37.89473684,62.10526316,2.10526316,-2.10526316,0.59,1,19,3,2,-1,-2
1|19|215,100,95.90065829,4.099341712,4.09934171,-4.09934171,1.37,1,19,1,2,1,0
1|19|217,100,26.95652174,73.04347826,73.04347826,-73.04347826,0.84,1,19,1,2,1,0
1|19|220,100,21.89349112,58.28402367,78.10650888,-78.10650888,1.97,1,19,1,3,2,1
1|19|221,100,34.64052288,65.35947712,65.35947712,-65.35947712,2,1,19,1,2,1,0
1|19|222,100,27.63532764,72.36467236,72.36467236,-72.36467236,2.54,1,19,1,2,1,0
1|19|223,100,26.93726937,57.93357934,73.06273063,-73.06273063,1.57,1,19,1,3,2,1
1|19|224,100,28.5046729,71.4953271,71.4953271,-71.4953271,1.53,1,19,1,2,1,0
1|19|228,100,45.49019608,54.50980392,54.50980392,-54.50980392,1.39,1,19,1,2,1,0
1|19|234,100,36.31284916,63.68715084,63.68715084,-63.68715084,1.14,1,19,1,2,1,0
1|19|238,100,26.84563758,60.06711409,73.15436242,-73.15436242,1.79,1,19,1,3,2,1
1|19|239,91.14441417,42.93193717,43.19371728,48.212477,-48.212477,1.65,1,19,2,3,1,0
1|19|24,100,62.1869783,37.8130217,37.8130217,-37.8130217,4.53,1,19,1,2,1,0
1|19|241,95.82056283,32.47863248,67.52136752,63.34193035,-63.34193035,1.58,1,19,2,2,0,-1
1|19|242,100,26.57657658,36.71171171,73.42342342,-73.42342342,1.63,1,19,1,6,5,4
1|19|248,78.23529412,30.1458671,69.8541329,48.08942702,-48.08942702,4.31,1,19,2,2,0,-1
1|19|25,100,34.43983402,65.56016598,65.56016598,-65.56016598,1.58,1,19,1,2,1,0
1|19|250,57.69230769,35.12544803,64.87455197,22.56685966,-22.56685966,1.81,1,19,3,2,-1,-2
1|19|253,68.329718,35.36585366,64.63414634,32.96386434,-32.96386434,2.12,1,19,2,2,0,-1
1|19|26,100,14.92537313,85.07462687,85.07462687,-85.07462687,1.71,1,19,1,2,1,0
1|19|268,100,23.95209581,58.08383234,76.04790419,-76.04790419,0.97,1,19,1,3,2,1
1|19|27,56.43564356,34.02985075,43.28358209,22.40579281,-22.40579281,1.45,1,19,3,3,0,-1
1|19|273,100,37.21682848,62.78317152,62.78317152,-62.78317152,1.94,1,19,1,2,1,0
1|19|275,52.2875817,35.07462687,64.92537313,17.21295483,-17.21295483,1.74,1,19,2,2,0,-1
1|19|28,89.49057361,74.53310696,12.64855688,14.95746665,-14.95746665,1.49,1,19,3,3,0,-1
1|19|285,55.31400966,39.6011396,60.3988604,15.71287006,-15.71287006,2.12,1,19,3,2,-1,-2
1|19|289,100,41.77777778,58.22222222,58.22222222,-58.22222222,1.31,1,19,1,2,1,0
1|19|291,100,65.55740433,34.44259567,34.44259567,-34.44259567,2.07,1,19,1,2,1,0
1|19|293,41.17647059,38.4057971,61.5942029,2.77067349,-2.77067349,0.85,1,19,3,2,-1,-2
1|19|3,59.57446809,24.4047619,35.11904762,35.16970619,-35.16970619,1.18,1,19,3,4,1,0
1|19|30,100,30.46357616,69.53642384,69.53642384,-69.53642384,1.05,1,19,1,2,1,0
1|19|31,100,44.55958549,55.44041451,55.44041451,-55.44041451,1.07,1,19,1,2,1,0
1|19|32,81.95641156,82.83614354,10.20319931,-0.87973198,0.87973198,2.36,1,19,5,4,-1,-2
1|19|33,84.23982869,28.57142857,47.49034749,55.66840012,-55.66840012,1.23,1,19,3,3,0,-1
1|19|35,100,25.69832402,74.30167598,74.30167598,-74.30167598,1.33,1,19,1,2,1,0
1|19|37,71.73913043,21.56398104,57.10900474,50.17514939,-50.17514939,2.41,1,19,2,3,1,0
1|19|38,100,22.33009709,77.66990291,77.66990291,-77.66990291,1.6,1,19,1,2,1,0
1|19|41,31.10647182,22.6519337,77.3480663,8.45453812,-8.45453812,1.4,1,19,5,2,-3,-4
1|19|43,100,30.859375,39.84375,69.140625,-69.140625,2.04,1,19,1,3,2,1
1|19|44,66.39004149,18.51851852,81.48148148,47.87152297,-47.87152297,1.76,1,19,2,2,0,-1
1|19|48,59.23913043,41.79104478,58.20895522,17.44808565,-17.44808565,1.17,1,19,3,2,-1,-2
1|19|5,100,41.7721519,58.2278481,58.2278481,-58.2278481,0.92,1,19,1,2,1,0
1|19|50,56.48648649,46.92982456,53.07017544,9.55666193,-9.55666193,1.21,1,19,2,2,0,-1
1|19|51,62.12765957,94.17334304,3.805535324,-32.04568347,32.04568347,2.09,1,19,2,3,1,0
1|19|52,100,30.41825095,52.85171103,69.58174905,-69.58174905,1.39,1,19,1,3,2,1
1|19|54,100,34.13461538,65.86538462,65.86538462,-65.86538462,1.37,1,19,1,2,1,0
1|19|55,100,35.42857143,64.57142857,64.57142857,-64.57142857,1.13,1,19,1,2,1,0
1|19|56,100,89.37311431,6.939322829,10.62688569,-10.62688569,2.07,1,19,1,3,2,1
1|19|57,100,23.35329341,76.64670659,76.64670659,-76.64670659,1.28,1,19,1,2,1,0
1|19|60,81.81818182,89.76453628,5.526189332,-7.94635446,7.94635446,1.15,1,19,3,3,0,-1
1|19|62,92.26478245,48.11827957,35.48387097,44.14650288,-44.14650288,1.32,1,19,3,4,1,0
1|19|63,56.17283951,35.71428571,64.28571429,20.4585538,-20.4585538,0.9,1,19,2,2,0,-1
1|19|64,100,25.10638298,62.55319149,74.89361702,-74.89361702,1.47,1,19,1,3,2,1
1|19|66,100,41.41414141,58.58585859,58.58585859,-58.58585859,1.16,1,19,1,2,1,0
1|19|68,92.03778677,29.84615385,47.38461538,62.19163292,-62.19163292,1.54,1,19,2,3,1,0
1|19|7,93.52282044,41.82242991,27.3364486,51.70039053,-51.70039053,1.17,1,19,3,4,1,0
1|19|72,100,20.08547009,79.91452991,79.91452991,-79.91452991,1.87,1,19,1,2,1,0
1|19|73,97.09837226,26.73267327,60.3960396,70.36569899,-70.36569899,0.61,1,19,2,3,1,0
1|19|74,100,12.80991736,87.19008264,87.19008264,-87.19008264,2.11,1,19,1,2,1,0
1|19|75,74.74747475,34.35114504,30.91603053,40.39632971,-40.39632971,0.81,1,19,2,5,3,2
1|19|76,94.11396368,27.7027027,43.24324324,66.41126098,-66.41126098,1.28,1,19,2,4,2,1
1|19|9,53.41614907,43.96551724,56.03448276,9.45063183,-9.45063183,1.3,1,19,2,2,0,-1
1|19|94,100,37.86407767,62.13592233,62.13592233,-62.13592233,0.64,1,19,1,2,1,0
1|19|97,57.14285714,37.69633508,42.93193717,19.44652206,-19.44652206,0.82,1,19,2,3,1,0
1|1|10,58.91136802,43.75866852,17.12898752,15.1526995,-15.1526995,2.47,1,1,7,6,-1,-2
1|1|11,66.68081494,25.48262548,51.73745174,41.19818946,-41.19818946,1.34,1,1,10,3,-7,-8
1|1|12,55.80560211,50.20304569,5.989847716,5.60255642,-5.60255642,1.18,1,1,8,5,-3,-4
1|1|13,75.29644269,29.28490352,26.10669694,46.01153917,-46.01153917,2.3,1,1,3,6,3,2
1|1|14,55.90909091,76.47610122,6.326148079,-20.56701031,20.56701031,1.35,1,1,3,4,1,0
1|1|15,42.11382114,32.95932679,7.573632539,9.15449435,-9.15449435,1.08,1,1,4,7,3,2
1|1|16,67.70428016,34.05405405,35.94594595,33.65022611,-33.65022611,1.33,1,1,2,3,1,0
1|1|17,88.34951456,55.82089552,7.412935323,32.52861904,-32.52861904,1.49,1,1,2,8,6,5
1|1|18,34.92753623,49.2,19.06666667,-14.27246377,14.27246377,1.43,1,1,6,5,-1,-2
1|1|19,78.47295864,35.93827775,3.733200597,42.53468089,-42.53468089,0.75,1,1,7,8,1,0
1|1|2,67.61807679,29.03225806,32.97491039,38.58581873,-38.58581873,0.92,1,1,6,4,-2,-3
1|1|20,53.36555057,71.82163188,10.24667932,-18.45608131,18.45608131,1.08,1,1,7,4,-3,-4
1|1|21,78.79746835,68.42975207,12.56198347,10.36771628,-10.36771628,0.76,1,1,2,3,1,0
1|1|22,24.27427427,38.97849462,9.050179211,-14.70422035,14.70422035,1.01,1,1,9,6,-3,-4
