uni_const_code,pre_ind_nota,post_ind_nota,nota_percoftotal,pre-post,post-pre,nota_vote_percentage,gen_state,state_id,n_indnota_pre,n_indnota_post,post-pre_ncand_nota,post-pre_ncand
1|27|159,45.57823129,17.84619933,63.89501129,27.73203196,-27.73203196,1.4,1,27,4,4.5,0.5,-0.5
1|27|16,36.74832962,60.38494078,14.47922542,-23.63661116,23.63661116,0.855,1,27,7,5.5,-1.5,-2.5
1|27|160,26.48648649,10.61452514,78.2122905,15.87196135,-15.87196135,1.535,1,27,7,4,-3,-4
1|27|161,100,12.80079385,77.12726371,87.19920615,-87.19920615,2.045,1,27,1,3.5,2.5,1.5
1|27|162,28.32891247,34.9138703,48.09301682,-6.58495783,6.58495783,1.68,1,27,7,5,-2,-3
1|27|163,42.85714286,13.35098968,68.69737943,29.50615318,-29.50615318,1.975,1,27,3,5,2,1
1|27|164,50,52.54437436,44.00545202,-2.54437436,2.54437436,2.345,1,27,2,3.5,1.5,0.5
1|27|165,86.91308691,14.6053187,74.65878711,72.30776821,-72.30776821,1.675,1,27,7,3,-4,-5
1|27|166,33.60655738,50.12398428,40.87671629,-16.5174269,16.5174269,2,1,27,4,4,0,-1
1|27|167,57.18954248,31.97413018,63.17354915,25.2154123,-25.2154123,2.04,1,27,4,3,-1,-2
1|27|168,69.07216495,47.42522205,35.51778561,21.6469429,-21.6469429,2.11,1,27,2,7,5,4
1|27|169,61.98275862,48.96428396,32.15638453,13.01847466,-13.01847466,1.36,1,27,14,9,-5,-6
1|27|17,37.06293706,73.01587302,13.3911566,-35.95293596,35.95293596,0.8,1,27,6,3.5,-2.5,-3.5
1|27|170,93.35370512,12.55925511,62.32902284,80.79445001,-80.79445001,1.96,1,27,4,6,2,1
1|27|171,57.44089013,53.10448723,16.15681357,4.3364029,-4.3364029,1.18,1,27,16,8,-8,-9
1|27|172,56.26666667,40.82346489,26.24766442,15.44320178,-15.44320178,1.405,1,27,6,7,1,0
1|27|173,27.19665272,11.2024253,74.60552268,15.99422742,-15.99422742,2.745,1,27,7,3.5,-3.5,-4.5
1|27|174,51.875,10.77844311,76.64670659,41.09655689,-41.09655689,2.275,1,27,2,4.5,2.5,1.5
1|27|175,64.63414634,33.31546742,35.58456286,31.31867892,-31.31867892,1.965,1,27,2,8,6,5
1|27|176,25.89285714,56.55988344,22.97121454,-30.6670263,30.6670263,1.36,1,27,8,5,-3,-4
1|27|177,68.37606838,42.05128205,76.92307692,26.32478633,-26.32478633,1.875,1,27,6,2,-4,-5
1|27|178,72.76785714,35.89500988,38.65266798,36.87284726,-36.87284726,1.395,1,27,2,6,4,3
1|27|179,41.76706827,74.66467958,58.12220566,-32.89761131,32.89761131,1.8,1,27,5,3,-2,-3
1|27|18,44.44444444,65.49591817,20.72580695,-21.05147373,21.05147373,0.765,1,27,6,3,-3,-4
1|27|180,55.10204082,37.38421396,47.31318403,17.71782686,-17.71782686,2.25,1,27,3,5,2,1
1|27|181,65.04424779,13.09806382,86.90193618,51.94618397,-51.94618397,2.28,1,27,4,2,-2,-3
1|27|182,41.93548387,9.381704164,68.58738104,32.55377971,-32.55377971,2.965,1,27,4,7,3,2
1|27|184,40.54054054,55.71736954,30.095392,-15.176829,15.176829,1.77,1,27,5,4,-1,-2
1|27|185,17.92828685,8.403912079,67.5892317,9.524374771,-9.524374771,2.625,1,27,19,9,-10,-11
1|27|186,66.16161616,21.60423339,59.79111544,44.55738277,-44.55738277,1.08,1,27,3,5,2,1
1|27|187,23.42657343,19.43427174,70.90267664,3.99230169,-3.99230169,2.015,1,27,9,4,-5,-6
1|27|188,21.94444444,22.72821669,43.67391541,-0.78377225,0.78377225,2.52,1,27,10,6,-4,-5
1|27|189,49.15545376,27.83882784,61.35531136,21.31662592,-21.31662592,1.455,1,27,9,3,-6,-7
1|27|19,100,21.90340909,57.44318182,78.09659091,-78.09659091,0.965,1,27,1,4,3,2
1|27|190,50.43859649,52.40715125,8.594941539,-1.96855476,1.96855476,1.01,1,27,2,9,7,6
1|27|191,80.11962404,25.15530981,38.37209302,54.96431423,-54.96431423,1.29,1,27,9,5.5,-3.5,-4.5
1|27|192,26.2605042,40.25089286,19.29642857,-13.99038866,13.99038866,0.96,1,27,6,7.5,1.5,0.5
1|27|193,57.58582503,18.72880142,52.22255036,38.85702361,-38.85702361,2.38,1,27,3,6.5,3.5,2.5
1|27|194,52.2556391,37.79724409,55.20275591,14.45839501,-14.45839501,0.9,1,27,4,3,-1,-2
1|27|195,53.55648536,79.46030623,6.67430061,-25.90382087,25.90382087,0.815,1,27,3,6,3,2
1|27|196,36.39344262,40.34136546,48.51405622,-3.94792284,3.94792284,0.76,1,27,6,3,-3,-4
1|27|197,72.76557328,65.01303894,13.2983016,7.75253434,-7.75253434,0.66,1,27,2,5,3,2
1|27|198,53.20715037,21.45432692,46.48771368,31.75282345,-31.75282345,0.665,1,27,9,5.5,-3.5,-4.5
1|27|199,88.81399162,21.78076923,28.89871795,67.03322239,-67.03322239,0.58,1,27,6,9.5,3.5,2.5
1|27|2,66.7752443,53.89913721,26.57579683,12.87610709,-12.87610709,1.56,1,27,9,3,-6,-7
1|27|20,47.60638298,55.17026221,18.62915256,-7.56387923,7.56387923,1.075,1,27,7,6.5,-0.5,-1.5
1|27|200,92.29651163,21.6931556,12.88344869,70.60335603,-70.60335603,0.255,1,27,10,12.5,2.5,1.5
1|27|201,91.68343394,27.21468017,37.17211229,64.46875377,-64.46875377,0.69,1,27,3,7,4,3
1|27|202,88.75351453,22.33992467,34.43973635,66.41358986,-66.41358986,0.665,1,27,4,8,4,3
1|27|203,38.55223471,52.27151627,29.60732075,-13.71928156,13.71928156,0.8,1,27,8,3.5,-4.5,-5.5
1|27|204,52.05479452,22.89377289,44.32234432,29.16102163,-29.16102163,0.78,1,27,3,4,1,0
1|27|205,81.03483398,78.81734343,9.888668642,2.21749055,-2.21749055,1.645,1,27,9,11.5,2.5,1.5
1|27|206,37.44,10.30909266,44.01271724,27.13090734,-27.13090734,2.17,1,27,10,14,4,3
1|27|207,60.67729084,93.34924991,3.193969505,-32.67195907,32.67195907,1.015,1,27,11,8,-3,-4
1|27|208,20.44198895,10.24085795,64.23611111,10.201131,-10.201131,0.96,1,27,7,6,-1,-2
1|27|209,36.18677043,13.76879699,52.58458647,22.41797344,-22.41797344,1.51,1,27,8,8.5,0.5,-0.5
1|27|21,25.11312217,42.13762428,26.61433804,-17.02450211,17.02450211,0.995,1,27,7,7.5,0.5,-0.5
1|27|210,64.1337386,7.477844009,72.19541426,56.65589459,-56.65589459,1.43,1,27,8,6.5,-1.5,-2.5
1|27|211,58.54800937,22.86543434,63.31902954,35.68257503,-35.68257503,1.16,1,27,6,4.5,-1.5,-2.5
1|27|212,22.28915663,29.35934084,54.10080713,-7.07018421,7.07018421,1.52,1,27,14,6,-8,-9
1|27|213,22.6618705,12.98136646,52.69565217,9.68050404,-9.68050404,0.89,1,27,9,7.5,-1.5,-2.5
1|27|214,57.88770053,11.06917544,55.47904853,46.81852509,-46.81852509,1.605,1,27,13,13,0,-1
1|27|215,19.90740741,79.97280358,12.65335697,-60.06539617,60.06539617,1.25,1,27,13,6.5,-6.5,-7.5
1|27|216,100,30.52631579,84.73684211,69.47368421,-69.47368421,1.295,1,27,1,1.5,0.5,-0.5
1|27|217,28.23712949,20.79103494,46.46506262,7.44609455,-7.44609455,0.785,1,27,7,4.5,-2.5,-3.5
1|27|218,49.02912621,26.27504554,66.14919689,22.75408067,-22.75408067,0.735,1,27,5,2.5,-2.5,-3.5
1|27|219,37.33905579,35.6540573,15.62875279,1.68499849,-1.68499849,0.62,1,27,5,10.5,5.5,4.5
1|27|22,31.71521036,58.78276136,11.79004819,-27.067551,27.067551,0.615,1,27,8,5.5,-2.5,-3.5
1|27|220,59.41176471,32.17650685,25.99025521,27.23525786,-27.23525786,0.95,1,27,19,6.5,-12.5,-13.5
1|27|221,59.21568627,29.22588573,21.26254352,29.98980054,-29.98980054,0.52,1,27,5,8,3,2
1|27|222,71.00796675,26.74881588,37.63044176,44.25915087,-44.25915087,0.835,1,27,10,5.5,-4.5,-5.5
1|27|223,76.79057117,30.6383357,24.8257468,46.15223547,-46.15223547,0.81,1,27,8,6.5,-1.5,-2.5
1|27|224,63.11654299,63.37466679,33.96107039,-0.2581238,0.2581238,0.77,1,27,8,4,-4,-5
1|27|225,60.31460674,12.89136828,66.91748832,47.42323846,-47.42323846,1.285,1,27,11,6,-5,-6
1|27|226,80.00882613,23.86744565,36.5290681,56.14138048,-56.14138048,0.63,1,27,9,7.5,-1.5,-2.5
1|27|227,32.67909715,29.67021642,17.51288217,3.00888073,-3.00888073,0.49,1,27,8,7,-1,-2
1|27|228,48.48484848,57.26549958,13.18685303,-8.7806511,8.7806511,0.38,1,27,5,8.5,3.5,2.5
1|27|229,26.27906977,31.2312562,5.638310286,-4.95218643,4.95218643,0.33,1,27,7,17,10,9
1|27|23,48.4939759,33.36373183,32.69911015,15.13024407,-15.13024407,0.63,1,27,6,5.5,-0.5,-1.5
1|27|230,16.32183908,12.84440252,11.55918423,3.47743656,-3.47743656,0.355,1,27,14,18.5,4.5,3.5
1|27|231,100,24.09596314,42.215099,75.90403686,-75.90403686,0.77,1,27,1,4,3,2
1|27|232,30.16759777,18.72542174,30.61487008,11.44217603,-11.44217603,0.65,1,27,10,8.5,-1.5,-2.5
1|27|233,44.88888889,22.33222275,21.77177535,22.55666614,-22.55666614,0.46,1,27,4,10,6,5
1|27|234,71.17726658,9.529686059,56.65374236,61.64758052,-61.64758052,7.09,1,27,4,7,3,2
1|27|235,67.31651376,22.66365475,17.10160495,44.65285901,-44.65285901,0.3,1,27,14,14,0,-1
1|27|236,23.98373984,93.83376594,2.305960867,-69.8500261,69.8500261,0.575,1,27,7,4.5,-2.5,-3.5
1|27|237,17.18061674,31.9085613,30.06965552,-14.72794456,14.72794456,0.585,1,27,12,5.5,-6.5,-7.5
1|27|238,31.01604278,19.5511583,30.12870013,11.46488448,-11.46488448,0.525,1,27,9,6,-3,-4
1|27|239,53.06666667,44.04602875,16.35980833,9.02063792,-9.02063792,0.47,1,27,5,9,4,3
1|27|24,100,17.62572534,27.25257898,82.37427466,-82.37427466,0.745,1,27,1,6.5,5.5,4.5
1|27|240,27.25118483,18,36,9.25118483,-9.25118483,0.79,1,27,5,5.5,0.5,-0.5
1|27|241,51.5503876,22.52237377,21.43918629,29.02801383,-29.02801383,0.51,1,27,11,8,-3,-4
1|27|242,21.31661442,40.90839352,8.1200727,-19.5917791,19.5917791,0.585,1,27,10,6.5,-3.5,-4.5
1|27|243,31.2267658,24.19718105,43.25050857,7.02958475,-7.02958475,0.73,1,27,8,4.5,-3.5,-4.5
1|27|244,33.99122807,45.37576618,7.77124066,-11.38453811,11.38453811,0.55,1,27,4,6,2,1
1|27|245,92.14235377,50.5115266,18.79761682,41.63082717,-41.63082717,0.685,1,27,3,7,4,3
1|27|246,95.82554517,51.22986554,23.53578704,44.59567963,-44.59567963,0.62,1,27,5,8,3,2
1|27|247,93.82100305,67.67009627,3.685151416,26.15090678,-26.15090678,0.46,1,27,6,9,3,2
1|27|248,91.60239931,9.969040248,42.43643869,81.63335906,-81.63335906,1.015,1,27,5,10,5,4
1|27|249,44.33962264,51.00300236,6.131218008,-6.66337972,6.66337972,0.39,1,27,5,15,10,9
1|27|25,71.55172414,23.65680604,47.56960905,47.8949181,-47.8949181,1.13,1,27,2,6,4,3
1|27|250,53.86996904,22.13050314,38.21191474,31.7394659,-31.7394659,0.54,1,27,3,5,2,1
1|27|251,26.13981763,27.97628159,21.25071979,-1.83646396,1.83646396,0.72,1,27,7,15,8,7
1|27|252,31.73076923,50.3179154,6.599713428,-18.58714617,18.58714617,0.315,1,27,4,13.5,9.5,8.5
1|27|253,100,47.28477811,5.388018443,52.71522189,-52.71522189,0.33,1,27,1,11,10,9
1|27|254,83.8802026,49.4880074,27.73401534,34.3921952,-34.3921952,0.765,1,27,4,9.5,5.5,4.5
1|27|255,65.16492357,19.47432627,35.1179254,45.6905973,-45.6905973,0.815,1,27,16,7.5,-8.5,-9.5
1|27|256,87.75862069,25.27093596,42.29735781,62.48768473,-62.48768473,0.605,1,27,4,4.5,0.5,-0.5
1|27|257,77.31719876,37.95425258,48.29574742,39.36294618,-39.36294618,0.87,1,27,7,3,-4,-5
1|27|258,87.08894879,89.32688918,2.654199475,-2.23794039,2.23794039,0.52,1,27,9,6,-3,-4
1|27|259,97.02734839,96.1854899,51.19670905,0.84185849,-0.84185849,0.595,1,27,4,2,-2,-3
1|27|26,44.3438914,39.53088235,30.76470588,4.81300905,-4.81300905,0.795,1,27,5,6,1,0
1|27|260,94.97770476,94.34543102,1.667597881,0.63227374,-0.63227374,0.37,1,27,5,7,2,1
1|27|261,53.14009662,30.31896502,33.57056417,22.8211316,-22.8211316,0.515,1,27,3,5.5,2.5,1.5
1|27|262,46.53061224,23.83454865,56.36283631,22.69606359,-22.69606359,1.12,1,27,3,3.5,0.5,-0.5
1|27|263,47.58687259,43.35849789,31.09190515,4.2283747,-4.2283747,1.76,1,27,3,6,3,2
1|27|265,100,50,68.51851852,50,-50,1.245,1,27,1,2,1,0
1|27|266,33.83915023,29.17292094,57.12445516,4.66622929,-4.66622929,2.17,1,27,9,4,-5,-6
1|27|267,100,23.15614737,68.62237612,76.84385263,-76.84385263,1.65,1,27,1,2.5,1.5,0.5
1|27|268,100,77.55443886,57.45393635,22.44556114,-22.44556114,1.09,1,27,1,2,1,0
1|27|269,100,67.55222423,29.20160806,32.44777577,-32.44777577,0.905,1,27,1,3,2,1
1|27|27,37.27810651,54.11392405,53.56012658,-16.83581754,16.83581754,0.775,1,27,13,6,-7,-8
1|27|270,100,57.42763554,27.62807229,42.57236446,-42.57236446,1.745,1,27,1,3.5,2.5,1.5
1|27|271,41.96372733,69.35187779,2.652098256,-27.38815046,27.38815046,0.68,1,27,5,9,4,3
1|27|272,45.70750647,27.25663717,23.77595303,18.4508693,-18.4508693,0.62,1,27,4,6,2,1
1|27|273,92.00576161,64.52978972,27.20502336,27.47597189,-27.47597189,0.39,1,27,6,3,-3,-4
1|27|274,86.79746577,15.02564103,66.18803419,71.77182474,-71.77182474,0.88,1,27,9,4.5,-4.5,-5.5
1|27|275,46.93877551,31.52573529,57.88602941,15.41304022,-15.41304022,0.41,1,27,3,2.5,-0.5,-1.5
1|27|276,20.43010753,22.1308204,47.30820399,-1.70071287,1.70071287,1.255,1,27,7,7,0,-1
1|27|277,42.48120301,22.69397069,29.07959004,19.78723232,-19.78723232,0.45,1,27,5,5.5,0.5,-0.5
1|27|278,100,34.44208397,32.99645928,65.55791603,-65.55791603,0.885,1,27,1,7,6,5
1|27|279,48.74418605,58.10539784,33.52057129,-9.36121179,9.36121179,0.75,1,27,6,6.5,0.5,-0.5
1|27|28,88.98821617,48.52757302,9.076019783,40.46064315,-40.46064315,0.45,1,27,5,9.5,4.5,3.5
1|27|280,100,74.43749561,14.24776896,25.56250439,-25.56250439,0.56,1,27,1,4.5,3.5,2.5
1|27|281,56.15727003,48.80824787,45.37467076,7.34902216,-7.34902216,1.52,1,27,16,6,-10,-11
1|27|282,54.45816187,23.64814945,28.2349423,30.81001242,-30.81001242,0.98,1,27,3,10.5,7.5,6.5
1|27|283,100,87.77494121,2.487152972,12.22505879,-12.22505879,0.605,1,27,1,7,6,5
1|27|284,93.14593094,66.91743729,13.62719052,26.22849365,-26.22849365,0.49,1,27,4,4.5,0.5,-0.5
1|27|285,96.78384443,34.29166667,53.10648148,62.49217776,-62.49217776,5.15,1,27,3,5.5,2.5,1.5
1|27|286,90.2147443,74.61135551,10.25286533,15.60338879,-15.60338879,0.905,1,27,5,6,1,0
1|27|287,44.23631124,37.42518416,38.6164825,6.81112708,-6.81112708,0.715,1,27,7,5.5,-1.5,-2.5
1|27|288,34.71502591,62.76057802,14.06245286,-28.04555211,28.04555211,0.605,1,27,5,4,-1,-2
1|27|29,88.83216337,31.75531576,17.58701414,57.07684761,-57.07684761,0.715,1,27,7,7.5,0.5,-0.5
1|27|3,100,30.25426743,59.40738671,69.74573257,-69.74573257,1.675,1,27,1,2.5,1.5,0.5
1|27|30,30.59360731,14.71733537,64.08629442,15.87627194,-15.87627194,1.135,1,27,7,4.5,-2.5,-3.5
1|27|31,21.59763314,15.93372331,31.05235027,5.66390983,-5.66390983,0.91,1,27,10,11,1,0
1|27|32,64.32989691,44.46070499,15.76725533,19.86919192,-19.86919192,0.55,1,27,5,7.5,2.5,1.5
1|27|33,87.95811518,53.35346796,22.45709584,34.60464722,-34.60464722,1.02,1,27,7,8.5,1.5,0.5
1|27|34,51.60680529,53.61252969,8.580746321,-2.0057244,2.0057244,0.665,1,27,8,8.5,0.5,-0.5
1|27|35,81.2152332,65.18819734,15.22650894,16.02703586,-16.02703586,0.485,1,27,9,7.5,-1.5,-2.5
1|27|36,50.17482517,24.60193627,8.982160503,25.5728889,-25.5728889,0.33,1,27,7,9,2,1
1|27|37,94.08817635,84.36097803,1.92771367,9.72719832,-9.72719832,0.78,1,27,9,10,1,0
1|27|38,92.50814332,23.00602464,32.9271948,69.50211868,-69.50211868,0.885,1,27,10,9.5,-0.5,-1.5
1|27|39,46.60766962,44.45269337,24.40089779,2.15497625,-2.15497625,0.695,1,27,6,6.5,0.5,-0.5
1|27|4,78.32167832,55.77308319,27.07370495,22.54859513,-22.54859513,2.17,1,27,3,4.5,1.5,0.5
1|27|40,47.89123196,57.73853537,11.88363563,-9.84730341,9.84730341,0.575,1,27,15,6.5,-8.5,-9.5
1|27|41,53.23645971,59.03614458,59.39759036,-5.79968487,5.79968487,1.795,1,27,5,2.5,-2.5,-3.5
1|27|42,87.53832676,63.70569547,25.03433498,23.83263129,-23.83263129,0.53,1,27,15,7,-8,-9
1|27|43,47.35152488,20.59092016,26.22930867,26.76060472,-26.76060472,0.655,1,27,13,7.5,-5.5,-6.5
1|27|44,60.85790885,57.97052103,16.17871063,2.88738782,-2.88738782,0.765,1,27,5,7,2,1
1|27|45,61.15771812,52.2451485,6.211862977,8.91256962,-8.91256962,0.495,1,27,5,8.5,3.5,2.5
1|27|46,86.04452055,42.63935982,11.59474762,43.40516073,-43.40516073,0.715,1,27,6,7,1,0
1|27|47,76.59528445,50.90657363,24.59263958,25.68871082,-25.68871082,1.09,1,27,6,7,1,0
1|27|48,52.23140496,27.3333028,29.14109727,24.89810216,-24.89810216,0.68,1,27,7,6.5,-0.5,-1.5
1|27|49,55.12820513,16.69468805,55.74362703,38.43351708,-38.43351708,1.15,1,27,3,6,3,2
1|27|5,47.54922497,50.74002106,20.30824297,-3.19079609,3.19079609,1.815,1,27,9,5,-4,-5
1|27|50,61.21281465,23.87046383,37.95361692,37.34235082,-37.34235082,0.67,1,27,8,6.5,-1.5,-2.5
1|27|51,49.83660131,54.0730042,27.88415366,-4.23640289,4.23640289,0.795,1,27,11,5,-6,-7
1|27|52,72.71341463,9.535232384,57.31071964,63.17818225,-63.17818225,1.06,1,27,8,8,0,-1
1|27|53,60.89552239,54.51146148,10.57105011,6.38406091,-6.38406091,0.96,1,27,8,8,0,-1
1|27|54,32.90322581,16.52540093,46.90022603,16.37782488,-16.37782488,1.155,1,27,8,7,-1,-2
1|27|55,54.25434584,33.92601213,40.82694857,20.32833371,-20.32833371,0.95,1,27,15,10,-5,-6
1|27|56,87.75055679,17.72505626,41.44536134,70.02550053,-70.02550053,1.37,1,27,4,8.5,4.5,3.5
1|27|57,72.31132075,19.50416277,35.99439167,52.80715798,-52.80715798,0.705,1,27,14,8.5,-5.5,-6.5
1|27|58,48.9626556,16.90877077,46.48307105,32.05388483,-32.05388483,1.085,1,27,4,6.5,2.5,1.5
1|27|59,26.14173228,71.99074074,11.15643972,-45.84900846,45.84900846,0.845,1,27,10,5.5,-4.5,-5.5
1|27|6,51.55807365,27.46265173,62.97852474,24.09542192,-24.09542192,0.82,1,27,4,2.5,-1.5,-2.5
1|27|60,92.09468513,65.96878915,15.68776883,26.12589598,-26.12589598,0.82,1,27,7,5,-2,-3
1|27|61,38.39541547,52.96884442,11.15836062,-14.57342895,14.57342895,0.88,1,27,6,9,3,2
1|27|62,27.44186047,28.4667337,16.63855582,-1.02487323,1.02487323,0.505,1,27,5,11.5,6.5,5.5
1|27|63,70.51671733,25.94540325,33.7099967,44.57131408,-44.57131408,1.025,1,27,3,6,3,2
1|27|64,34.06326034,87.98852053,3.729761726,-53.92526019,53.92526019,0.905,1,27,10,8.5,-1.5,-2.5
1|27|65,34.45378151,53.13180121,5.220606777,-18.6780197,18.6780197,0.66,1,27,8,12,4,3
1|27|66,85.65088757,60.11679623,18.57771916,25.53409134,-25.53409134,1.16,1,27,5,4.5,-0.5,-1.5
1|27|67,56.79981529,52.73045271,13.16162577,4.06936258,-4.06936258,2.21,1,27,5,7,2,1
1|27|68,60.18735363,16.33587172,50.19744865,43.85148191,-43.85148191,5.98,1,27,3,6,3,2
1|27|69,81.15821095,44.14388535,32.18210721,37.0143256,-37.0143256,4.165,1,27,4,4.5,0.5,-0.5
1|27|7,66.66666667,63.33737042,10.31823549,3.32929625,-3.32929625,0.705,1,27,2,5.5,3.5,2.5
1|27|70,56.97741749,21.55826558,19.32588076,35.41915191,-35.41915191,0.665,1,27,5,6,1,0
1|27|71,17.99729364,67.24656025,22.93578837,-49.24926661,49.24926661,0.945,1,27,13,4.5,-8.5,-9.5
1|27|72,82.67716535,24.11601386,38.84376219,58.56115149,-58.56115149,0.815,1,27,3,5,2,1
1|27|73,85.1756641,20.82228117,38.87709991,64.35338293,-64.35338293,0.875,1,27,6,6.5,0.5,-0.5
1|27|74,40.75829384,44.12225339,12.00444133,-3.36395955,3.36395955,0.685,1,27,8,10,2,1
1|27|75,76.46379045,41.34997491,19.68459572,35.11381554,-35.11381554,1.005,1,27,7,6,-1,-2
1|27|76,86.91348974,35.8585911,12.47052683,51.05489864,-51.05489864,0.635,1,27,6,7.5,1.5,0.5
1|27|77,76.60324172,24.89437972,45.87974224,51.708862,-51.708862,1.17,1,27,12,4,-8,-9
1|27|78,47.27484698,57.63125763,6.801267516,-10.35641065,10.35641065,0.59,1,27,12,8.5,-3.5,-4.5
1|27|79,38.93442623,59.42635057,15.8407942,-20.49192434,20.49192434,0.535,1,27,7,5.5,-1.5,-2.5
1|27|8,61.11315886,53.53490906,27.33006454,7.5782498,-7.5782498,0.775,1,27,9,3.5,-5.5,-6.5
1|27|80,74.66063348,52.62365421,28.10987967,22.03697927,-22.03697927,1.06,1,27,3,5,2,1
1|27|81,79.25877763,47.67342278,36.3088781,31.58535485,-31.58535485,0.7,1,27,6,5,-1,-2
1|27|82,54.84693878,50.05191308,12.3326006,4.7950257,-4.7950257,0.68,1,27,13,7,-6,-7
1|27|83,50.25125628,53.88342382,14.31365649,-3.63216754,3.63216754,0.575,1,27,3,7,4,3
1|27|84,47.82608696,62.74114915,25.09991212,-14.91506219,14.91506219,0.46,1,27,6,6.5,0.5,-0.5
1|27|85,79.56600362,31.08656716,52.8119403,48.47943646,-48.47943646,0.685,1,27,6,3,-3,-4
1|27|86,72.95690936,12.63763498,19.52557975,60.31927438,-60.31927438,0.455,1,27,15,14,-1,-2
1|27|87,42.77777778,52.67037166,3.878027776,-9.89259388,9.89259388,0.355,1,27,3,27,24,23
1|27|88,25.60706402,44.00070809,26.34979642,-18.39364407,18.39364407,0.91,1,27,5,6.5,1.5,0.5
1|27|89,77.81034122,24.00813008,41.3495935,53.80221114,-53.80221114,0.55,1,27,7,4.5,-2.5,-3.5
1|27|9,47.59493671,61.48058018,38.51941982,-13.88564347,13.88564347,1.49,1,27,5,2,-3,-4
1|27|90,63.27751196,31.42220595,29.69663676,31.85530601,-31.85530601,1.185,1,27,12,6.5,-5.5,-6.5
1|27|91,92.8752011,15.51724138,70.47413793,77.35795972,-77.35795972,0.765,1,27,6,4,-2,-3
1|27|92,74.59618209,67.0659837,9.326398475,7.53019839,-7.53019839,0.69,1,27,5,6,1,0
1|27|93,53.15789474,30.24854456,40.15002239,22.90935018,-22.90935018,0.6,1,27,3,3.5,0.5,-0.5
1|27|94,100,26.01191559,22.5698866,73.98808441,-73.98808441,0.585,1,27,1,7,6,5
1|27|95,92.30400384,34.06897018,18.33991961,58.23503366,-58.23503366,0.715,1,27,4,8,4,3
1|27|96,93.92209537,46.45313549,11.11602205,47.46895988,-47.46895988,0.685,1,27,5,11.5,6.5,5.5
1|27|97,88.72901679,69.50286818,2.558355207,19.22614861,-19.22614861,0.69,1,27,10,9.5,-0.5,-1.5
1|27|98,35.19230769,75.41306251,7.298424467,-40.22075482,40.22075482,0.74,1,27,8,7.5,-0.5,-1.5
1|27|99,48.62003781,52.58125472,18.92290249,-3.96121691,3.96121691,0.85,1,27,6,5,-1,-2
1|28|1,100,40.35656402,18.8006483,59.64343598,-59.64343598,1.16,1,28,1,5,4,3
1|28|10,37.66666667,34.9112426,65.0887574,2.75542407,-2.75542407,1.1,1,28,4,2,-2,-3
1|28|100,33.97435897,44.08866995,15.51724138,-10.11431098,10.11431098,0.63,1,28,4,7,3,2
1|28|101,40.72727273,71.25890736,15.67695962,-30.53163463,30.53163463,0.66,1,28,4,4,0,-1
1|28|102,32.71162123,30.65902579,26.36103152,2.05259544,-2.05259544,0.92,1,28,5,8,3,2
1|28|103,57.71144279,96.81807701,0.968411344,-39.10663422,39.10663422,0.42,1,28,3,5,2,1
1|28|104,46.05809129,58.30721003,17.55485893,-12.24911874,12.24911874,0.56,1,28,4,6,2,1
1|28|105,20.75471698,22.31759657,51.93133047,-1.56287959,1.56287959,1.21,1,28,7,7,0,-1
1|28|106,33.87096774,26.73611111,68.75,7.13485663,-7.13485663,1.98,1,28,6,3,-3,-4
1|28|107,21.41843972,27.24014337,45.16129032,-5.82170365,5.82170365,1.26,1,28,8,6,-2,-3
1|28|108,36.47959184,17.30769231,44.23076923,19.17189953,-19.17189953,0.69,1,28,11,5,-6,-7
1|28|109,42.49649369,24.93224932,33.33333333,17.56424437,-17.56424437,1.23,1,28,4,5,1,0
1|28|11,50,39.83050847,44.91525424,10.16949153,-10.16949153,1.06,1,28,3,3,0,-1
1|28|110,42.88443171,30.87318087,11.43451143,12.01125084,-12.01125084,1.1,1,28,6,7,1,0
1|28|111,81.62871478,52.64669676,3.200656545,28.98201802,-28.98201802,0.78,1,28,8,10,2,1
1|28|112,97.85067873,10.48387097,30.64516129,87.36680776,-87.36680776,0.76,1,28,4,16,12,11
1|28|113,66.81415929,60.92843327,8.510638298,5.88572602,-5.88572602,0.44,1,28,3,8,5,4
1|28|114,61.76470588,14.01869159,38.31775701,47.74601429,-47.74601429,0.41,1,28,2,9,7,6
1|28|115,61.9858156,24.67532468,40.25974026,37.31049092,-37.31049092,0.62,1,28,5,4,-1,-2
1|28|116,65,42.10526316,28.07017544,22.89473684,-22.89473684,0.48,1,28,2,3,1,0
1|28|117,39.83739837,87.70491803,5.170239596,-47.86751966,47.86751966,0.82,1,28,7,3,-4,-5
1|28|118,58.06709265,47.3259334,8.072653885,10.74115925,-10.74115925,0.8,1,28,5,9,4,3
1|28|119,60.59743954,32.21544715,15.24390244,28.38199239,-28.38199239,1.5,1,28,3,9,6,5
1|28|121,100,55.04587156,24.31192661,44.95412844,-44.95412844,0.53,1,28,1,3,2,1
1|28|124,64.0625,20.37037037,49.07407407,43.69212963,-43.69212963,0.53,1,28,2,4,2,1
1|28|125,51.44356955,21.91780822,60.2739726,29.52576133,-29.52576133,0.44,1,28,3,3,0,-1
1|28|126,100,35.52631579,64.47368421,64.47368421,-64.47368421,0.49,1,28,1,2,1,0
1|28|127,62.90322581,46.46464646,53.53535354,16.43857935,-16.43857935,0.53,1,28,2,2,0,-1
1|28|128,59.9078341,50.625,29.375,9.2828341,-9.2828341,0.47,1,28,2,3,1,0
